0.699787 0.00907279
0.493989 0.000217268
0.319825 0.00150584
0.417847 0.0057658
0.302987 0.00890195
0.385276 0.0174772
0.653479 0.00272422
0.423573 0.00347965
0.41861 0.0107105
0.40916 0.00160503
0.463513 0.0115342
0.899372 0.0102303
0.808106 0.0102738
0.804938 0.00615259
0.472738 0.00980445
0.476328 0.0154682
0.504413 0.0015002
0.848865 0.00194596
0.263957 0.00541278
0.0980477 0.00496545
0.597634 0.000933216
0.281532 0.00244641
0.256705 0.00584324
0.476051 0.00255583
0.0526848 0.00188602
0.322799 0.000991815
0.356891 0.00204413
0.474537 0.000180939
0.493777 0.00490876
0.571854 0.00236705
0.778105 2.58414e-05
0.555578 0.00275902
0.240293 1.64084e-05
0.202962 0.00470833
0.544081 0.00721088
0.573643 0.00215964
0.49168 0.00125593
0.684131 0.00547477
0.413638 0.00190807
0.870162 0.0013312
0.405271 0.000199581
0.100924 0.000702976
0.295272 0.00250062
0.380808 0.000174157
0.462809 0.00272398
0.661914 0.0187209
0.427821 0.00600403
0.57447 0.00141615
0.215051 0.0128759
0.453848 0.00393831
0.622172 0.0090123
0.646971 0.00192131
0.00113425 0.00182952
0.436701 0.0016379
0.449374 0.00292406
0.663096 0.00256908
0.628584 0.00208547
0.351351 0.000240496
0.660181 0.0110518
0.664307 7.43344e-05
0.04759 0.0026636
0.870298 0.013094
0.211616 0.0305247
0.620312 0.0015148
0.502341 0.0041305
0.42713 0.00359831
0.645404 0.0130415
0.0132312 0.00219089
0.452722 0.00263634
0.331635 0.0196855
0.347625 0.00224895
0.944944 0.000616686
0.368617 0.0184994
0.450757 0.00662146
0.699977 0.0014398
0.619422 0.0143671
0.28528 0.00126674
0.267263 0.00751141
0.312856 0.00104308
0.530076 0.000917438
0.697461 0.00676255
0.573423 0.00591132
0.457343 0.0082094
0.884992 0.00123687
0.769904 0.000279606
0.460711 0.00485954
0.269186 0.00930628
0.469861 0.000195434
0.925322 0.00639151
0.538292 0.00015998
0.656326 0.00696053
0.83038 0.00350106
0.560944 0.0111029
0.60925 0.0040378
0.331393 0.00137591
0.313977 0.0144898
0.616674 0.00958977
0.72686 0.00339309
0.53528 0.00218565
0.585552 0.00199498
0.6181 0.00203776
0.543397 0.0132152
0.609466 0.00138506
0.577749 0.00127216
0.48463 0.000328373
0.744871 0.00277021
0.507708 0.00531412
0.557504 0.00279839
0.668869 0.00455938
0.490012 0.00401022
0.313685 0.00091133
0.555857 0.00403813
0.5073 0.00203257
0.96721 0.000433028
0.672045 0.0018017
0.204723 0.0060153
0.275862 0.00354105
0.702759 0.00517691
0.620734 0.00463032
0.193523 0.00500513
0.359298 0.00357266
0.758422 0.000917327
0.658816 0.0117496
0.706062 0.0172139
0.300621 0.00357279
0.667047 0.00191497
0.167044 0.0141384
0.519989 0.00573446
0.626137 0.00742025
0.339713 0.00824265
0.784536 0.00802683
0.60318 0.0110426
0.444348 0.00220171
0.586789 0.00147619
0.567204 0.000599611
0.974144 0.0195842
0.206866 6.22891e-05
0.492219 0.000572323
0.209209 0.0036276
0.290466 0.00554734
0.749007 0.00393178
0.76297 0.00095459
0.555875 0.00353283
0.518274 0.0158371
0.65084 0.00177946
0.29723 0.000854039
0.37604 0.00153885
0.685823 0.00209907
0.501295 0.00514215
0.466007 9.5636e-05
0.571232 0.000161982
0.148241 0.00797073
0.520039 0.000693564
0.346511 0.00144496
0.324192 0.000644976
0.322253 0.00572824
0.593972 0.00151574
0.554841 0.00279689
0.405989 0.00733804
0.672029 0.006157
0.687314 0.00282473
0.483976 0.00248874
0.374699 0.000882513
0.249886 0.00653936
0.742307 0.00448249
0.409015 0.00719876
0.262272 0.000338512
0.748289 0.0022143
0.449698 0.00579364
0.865219 0.0035615
0.602218 0.00466972
0.920335 0.00269718
0.66639 0.00129763
0.31039 0.001796
0.424033 0.00939538
0.532205 0.000806572
0.432085 0.0011405
0.134634 0.0078929
0.241714 0.00194518
0.428632 0.0046277
0.396955 0.000193058
0.868005 0.0134491
0.458918 0.00380908
0.492191 0.00194031
0.661711 0.0177192
0.573481 0.00205671
0.412659 0.00396147
0.394418 0.018059
0.461955 0.00239074
0.635803 0.0105663
0.517204 0.00201852
0.392691 0.00273798
0.477172 0.00222115
0.623473 0.00737052
0.509484 0.0103368
0.383108 0.00296345
0.0716878 5.12935e-06
0.75347 0.00236834
0.540045 0.00422082
0.847703 0.00284056
0.624001 0.00177696
0.770565 0.00140136
0.772085 0.00142788
0.31034 0.00241647
0.738485 0.00675847
0.57884 0.00238205
0.649075 0.00172063
0.176866 0.00122543
0.0647297 0.000619182
0.73908 0.00300827
0.362091 0.00286402
0.283659 0.0045994
0.0392952 0.00394228
