0.555179 0.192394
0.0739138 0.966434
0.580742 0.718128
0.341161 0.810137
0.00651608 0.00264157
0.0991934 0.136743
0.888674 0.178087
0.566663 0.243129
0.382054 0.175116
0.179928 0.201342
0.840338 0.0487864
0.246124 0.101566
0.261724 0.234413
0.834662 0.0810101
0.666625 0.238355
0.0108066 0.553032
0.436542 0.107759
0.339356 0.766836
0.146113 0.0604917
0.44426 0.0100103
0.531591 0.299995
0.750719 0.48789
0.280585 0.0553448
0.0311305 0.0737628
0.980785 0.102944
0.873855 0.409278
0.476312 0.303827
0.474591 0.0514807
0.491098 0.00420118
0.658815 0.172944
0.120438 0.15208
0.337062 0.0660169
0.26598 0.0884807
0.784173 0.00589835
0.138818 0.267706
0.168691 0.0767144
0.0346386 0.0433539
0.506256 0.0601587
0.320253 0.108341
0.0156597 0.0292799
0.163697 0.285326
0.167076 0.528682
0.151484 0.140371
0.282026 0.619659
0.314259 0.531333
0.350565 0.0142069
0.769335 0.400326
0.0391674 0.409679
0.109758 0.559791
0.979763 0.34452
0.637792 0.0589503
0.0940332 0.415842
0.347972 0.156484
0.15419 0.18217
0.425776 0.261908
0.286033 0.166191
0.26434 0.764824
0.498026 0.143572
0.369416 0.033548
0.0154747 0.0605795
0.420046 0.920994
0.0189037 0.0168353
0.278526 0.00365526
0.922567 0.351949
0.377157 0.151238
0.109176 0.388392
0.143268 0.159466
0.0634515 0.0664364
0.679316 0.124523
0.995199 0.0759185
0.44524 0.627294
0.905476 0.221706
0.926431 0.275284
0.500481 0.0273158
0.90066 0.125183
0.0359732 0.0149085
0.157962 0.0970863
0.268096 0.0724848
0.21232 0.0228397
0.546423 0.00129119
0.0237424 0.0376888
0.234775 0.48853
0.0888149 0.0706339
0.0161147 0.710628
0.447431 0.892719
0.557187 0.124771
0.695867 0.206257
0.300409 0.194648
0.926276 0.0973292
0.223336 0.607619
0.366203 0.0286932
0.113485 0.0125863
0.0690259 0.317578
0.742268 0.467147
0.529624 0.0676132
0.144928 0.21452
0.41894 0.0486136
0.714875 0.241847
0.158246 0.0326469
0.256133 0.0666047
0.113029 0.464028
0.605165 0.00291172
0.149293 0.0254454
0.840946 0.0719369
0.0985591 0.32654
0.618928 0.0994622
0.41 0.402083
0.948112 0.0683035
0.309349 0.0507958
0.172541 0.227141
0.454485 0.252067
0.983375 0.231474
0.28898 0.22784
0.579975 0.00448353
0.336329 0.165686
0.64172 0.838127
0.0170631 0.226171
0.118091 0.00775698
0.750879 0.428553
0.319896 0.0329335
0.350035 0.398573
0.122504 0.0028987
0.751573 0.166455
0.626387 0.260987
0.888305 0.237171
0.10753 0.410358
0.930628 0.14599
0.24007 0.616067
0.056808 0.93126
0.127691 0.128464
0.32593 0.977537
0.549537 0.0522461
0.141393 0.7419
0.171879 0.166956
0.663842 0.60361
0.0975899 0.00449553
0.0234575 0.178136
0.338429 0.0356692
0.836866 0.0170711
0.238714 0.0750113
0.00176936 0.00581752
0.585678 0.13955
0.540403 0.280034
0.985704 0.0976535
0.120666 0.284102
0.747553 0.772381
0.154867 0.282595
0.285821 0.474643
0.433655 0.00297811
0.129846 0.128114
0.515616 0.522861
0.280832 0.272634
0.540681 0.322514
0.973123 0.0879689
